IFRS_MONTH,NAMA_PRODUK,Liabilitas Kontrak Asuransi (Saldo Awal),Aset Kontrak Asuransi (Saldo Awal),Saldo Bersih Kontrak Asuransi (Saldo Awal),Pendapatan Jasa Asuransi,Ekspektasi Klaim & Beban Attributable (Estimasi),Ekspektasi Klaim,Ekspektasi Komisi,Ekspektasi Beban Attributable,Perubahan pada Penyesuaian Risiko (RA),Perubahan pada CSM (Amortisasi),Pendapatan Jasa Asuransi Lainnya,Beban Jasa Asuransi,Beban Klaim & Biaya Attributable,Amortisasi Arus Kas Akuisisi (Beban),Kerugian dari Kontrak Merugi (Onerous),Beban Jasa Asuransi Lainnya,Hasil Jasa Asuransi Kotor,Penerimaan Premi,Arus Kas Akuisisi Asuransi,Beban Klaim & Beban Jasa Asuransi Dibayarkan,Arus Kas Bersih,Pendapatan (Beban) Keuangan Kontrak Asuransi (P&L),Pendapatan (Beban) Keuangan Kontrak Asuransi (OCI),Alokasi Aset untuk Arus Kas Akuisisi,Komponen Investasi,Perubahan Lainnya,Total Perubahan,Liabilitas Kontrak Asuransi (Saldo Akhir),Aset Kontrak Asuransi (Saldo Akhir),Saldo Bersih Kontrak Asuransi (Saldo Akhir)
2023-12-01,AJK,2844147025.6440086,802615145.5063775,2041531880.137631,274231178.02913463,220997415.79989094,128389284.61004688,66290883.14186198,26317248.047982052,15694142.753921743,37539619.47532197,0,71819966.24842975,29569947.032526214,66290883.14186198,-24040863.925958455,0,-202411211.7807049,54496810.0,-13014015.0,0,67510825.0,-243775231.9550931,0,53276868.14186198,35169340.704492055,0.0,-155329023.10873905,2635541134.3934073,749338277.3645154,1886202857.0288918
2024-01-01,AJK,2635541134.3934073,749338277.3645154,1886202857.0288918,139395498.02547818,103838680.50497308,58988298.23587173,30951258.078082215,13899124.191019129,7288742.242689087,28268075.277816024,0,47042436.98386821,14550903.684059506,30951258.078082215,1540275.2217264948,0,-92353061.04160997,46716859.0,-9956903.91,0,56673762.91,-91138363.80375168,0,20994354.168082215,11326845.15775255,0.0,-58817164.47791692,2555729615.747408,728343923.1964332,1827385692.5509748
2024-02-01,AJK,2555729615.747408,728343923.1964332,1827385692.5509748,132161289.80769557,100874908.208941,56854839.78713343,30172727.055443328,13847341.366364239,7070218.115349768,24216163.483404808,0,45016435.99927968,14113312.237271937,30172727.055443328,730396.7065644125,0,-87144853.80841589,82417121.0,-18873963.39,0,101291084.39,-49013772.101131156,0,11298763.665443327,11511560.04836854,0.0,-26203448.387319285,2518227403.6946454,717045159.5309899,1801182244.1636555
2024-03-01,AJK,2518227403.694646,717045159.5309899,1801182244.1636558,117602736.78130877,90534843.17669584,51285071.76100576,27000654.5850929,12249116.830597177,6353418.859160294,20714474.74545264,0,37997788.55288517,12571178.336765781,27000654.5850929,-1574044.368973515,0,-79604948.2284236,98237962.0,-18659618.89,0,116897580.89,-20938819.15028228,0,8341035.695092898,10895043.68756029,0.0,-1702739.7676290907,2508183628.2319236,708704123.835897,1799479504.3960266
2024-04-01,AJK,2508183628.2319236,708704123.835897,1799479504.3960266,107885788.63818596,83592798.21178108,47699657.99606834,24680640.720759567,11212499.494953172,5891215.749102152,18401774.677302733,0,29586335.525852736,11467795.83523363,24680640.720759567,-6562101.030140463,0,-78299453.11233322,78327413.0,-11490599.67,0,89818012.67,-36120476.66832642,0,13190041.050759567,9269981.715316571,0.0,-13660453.902250282,2481333133.2789135,695514082.7851374,1785819050.4937763
2024-05-01,AJK,2481333133.2789135,695514082.7851374,1785819050.493776,98496597.02851333,76494866.5727658,43301009.3246494,23272111.952035353,9921745.296081051,5322275.462073046,16679454.993674483,0,28986972.833422408,10719395.419203755,23272111.952035353,-5004534.537816705,0,-69509624.19509092,58769981.0,-12530397.99,0,71300378.99,-44731150.56633003,0,10741713.962035352,8966259.044498542,0.0,-25023177.55979614,2445568241.757082,684772368.8231021,1760795872.93398
2024-06-01,AJK,2445568241.757082,684772368.8231021,1760795872.93398,97724423.42722948,75944347.83999473,44732138.6718747,21470398.867733765,9741810.300386269,5447394.897226097,16332680.690008659,0,30854350.550077543,9929908.160765264,21470398.867733765,-545956.478421486,0,-66870072.87715194,123511957.0,-21165766.35,0,144677723.35,25241577.09434904,0,304632.5177337639,9044314.960943514,0.0,34590524.57302632,2479854133.8123746,684467736.3053683,1795386397.5070064
2024-07-01,AJK,2479854133.8123746,684467736.3053683,1795386397.5070064,98715250.77482906,75648010.815788,44014568.37145367,21626302.76862265,10007139.675711673,5402170.804716535,17665069.15432454,0,34839620.58395633,10187821.985094436,21626302.76862265,3025495.830239242,0,-63875630.19087273,161893312.0,-23675814.69,0,185569126.69,66203557.05541018,0,-2049511.9213773496,9972161.49661888,0.0,74126206.63065171,2556029852.3644037,686517248.2267456,1869512604.137658
2024-08-01,AJK,2556029852.3644037,686517248.2267456,1869512604.137658,99112452.48340257,74748766.04321355,43668222.25256358,21316890.07955784,9763653.71109213,5343187.596365571,19020498.84382345,0,29716961.247974362,10188364.907549359,21316890.07955784,-1788293.7391328365,0,-69395491.2354282,147355740.0,-22041528.38,0,169397268.38,46454993.7774646,0,-724638.3004421592,11405600.404374095,0.0,57135955.88139653,2613890446.5462427,687241886.5271878,1926648560.0190547
2024-09-01,AJK,2613890446.546242,687241886.5271877,1926648560.0190547,97969231.25505078,72314730.2142222,43938226.550129704,19262232.808177497,9114270.855914999,5305249.7406044705,20349251.300224107,0,27468023.923092883,9296340.990621725,19262232.808177497,-1090549.8757063397,0,-70501207.33195789,133129139.0,-20153437.36,0,153282576.36,34069357.86924288,0,-891204.5518225022,13202985.300547902,0.0,46381138.617968276,2661162789.716033,688133091.0790102,1973029698.637023
2024-10-01,AJK,2661162789.7160335,688133091.0790104,1973029698.637023,96126635.95497178,68906323.32447177,44351383.995032154,16864532.802257143,7690406.527182469,5204179.052221462,22016133.578278538,0,37478911.77729184,8239431.469415531,16864532.802257143,12374947.505619168,0,-58647724.17767993,151818213.0,-22672208.35,0,174490421.35,68066524.5506474,0,-5807675.5477428585,13825675.12084997,0.0,76084524.1237545,2743054989.387531,693940766.6267532,2049114222.7607775
2024-11-01,AJK,2743054989.3875303,693940766.6267531,2049114222.7607772,101914842.5799188,72968403.38158499,46833975.49029558,17649441.140189894,8484986.751099514,5531896.22413951,23414542.974194307,0,86818108.06747371,8686958.486882797,17649441.140189894,60481708.44040102,0,-15096734.512445092,170461194.0,-34934305.49,0,205395499.49,129028059.86048222,0,-17284864.34981011,13239316.803865151,0.0,124982512.31453726,2885322366.051878,711225630.9765632,2174096735.0753145
2024-12-01,AJK,2885322366.051878,711225630.9765633,2174096735.0753145,108081360.55571878,77261729.70293127,49914535.236121066,18706322.625968877,8640871.840841321,5855540.707696239,24964090.14509126,0,95044824.90248713,9265774.574948113,18706322.625968877,67072727.701570146,0,-13036535.65323165,285023604.0,-64201515.97,0,349225119.97,244014971.14585137,0,-45495193.344031125,13394000.928489732,0.0,211913778.73031,3142731338.126219,756720824.3205944,2386010513.8056245
2023-12-01,AJK_RELIFE,374032309.8299593,0.0,374032309.8299593,20346774.004549433,18497067.27686312,17954880.501246016,0.0,542186.7756171048,1849706.7276863125,-0.0,0,276636.9009335971,577769.9609451323,0.0,-301133.0600115352,0,-20070137.103615835,0.0,0.0,0,0.0,-20647907.06456097,0,0.0,2092298.311862753,0.0,-18555608.752698217,355476701.07726103,0.0,355476701.07726103
2024-01-01,AJK_RELIFE,355476701.07726103,0.0,355476701.07726103,17819045.73661781,16199132.487834375,15728543.755154807,0.0,470588.73267956875,1619913.2487834375,-0.0,0,-173931418.61065874,531174.4889282569,0.0,-174462593.099587,0,-191750464.34727654,0.0,0.0,0,0.0,-192281638.8362048,0,0.0,950553.126421078,0.0,-191331085.70978373,164145615.3674773,0.0,164145615.3674773
2024-02-01,AJK_RELIFE,164145615.3674773,0.0,164145615.3674773,9391806.879353272,8538006.25395752,8008352.019339298,0.0,529654.2346182211,853800.6253957519,-0.0,0,844359.4197342081,529654.2346182211,0.0,314705.185115987,0,-8547447.459619064,0.0,0.0,0,0.0,-9077101.694237284,0,0.0,911382.1696593296,0.0,-8165719.524577955,155979895.84289935,0.0,155979895.84289935
2024-03-01,AJK_RELIFE,155979895.84289935,0.0,155979895.84289935,9129788.806219079,8299808.005653707,7774467.938060778,0.0,525340.0675929287,829980.8005653707,-0.0,0,826487.1670792158,525340.0675929287,0.0,301147.0994862871,0,-8303301.639139863,0.0,0.0,0,0.0,-8828641.70673279,0,0.0,847618.7396097771,0.0,-7981022.967123014,147998872.87577635,0.0,147998872.87577635
