IFRS_MONTH,KEY,Liabilitas Kontrak Asuransi (Saldo Awal),Aset Kontrak Asuransi (Saldo Awal),Saldo Bersih Kontrak Asuransi (Saldo Awal),Pendapatan Jasa Asuransi,Ekspektasi Klaim & Beban Attributable (Estimasi),Ekspektasi Klaim,Ekspektasi Komisi,Ekspektasi Beban Attributable,Perubahan pada Penyesuaian Risiko (RA),Perubahan pada CSM (Amortisasi),Pendapatan Jasa Asuransi Lainnya,Beban Jasa Asuransi,Beban Klaim & Biaya Attributable,Amortisasi Arus Kas Akuisisi (Beban),Kerugian dari Kontrak Merugi (Onerous),Beban Jasa Asuransi Lainnya,Hasil Jasa Asuransi Kotor,Penerimaan Premi,Arus Kas Akuisisi Asuransi,Beban Klaim & Beban Jasa Asuransi Dibayarkan,Arus Kas Bersih,Pendapatan (Beban) Keuangan Kontrak Asuransi (P&L),Pendapatan (Beban) Keuangan Kontrak Asuransi (OCI),Alokasi Aset untuk Arus Kas Akuisisi,Komponen Investasi,Perubahan Lainnya,Total Perubahan,Liabilitas Kontrak Asuransi (Saldo Akhir),Aset Kontrak Asuransi (Saldo Akhir),Saldo Bersih Kontrak Asuransi (Saldo Akhir),NAMA_PRODUK
2024-03-01,301_4_2022,19429130.58419206,7518576.399996666,11910554.184195392,1306911.3640641265,976459.3478625873,439656.88857836736,393789.37916666665,143013.08011755324,58266.99686959206,272185.019331947,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-770108.9047799066,0.0,0.0,0,0.0,-1306911.3640641265,0,393789.37916666665,63921.790478930445,0.0,-849200.1944185294,18186141.010606863,7124787.02083,11061353.989776863,AJK
2024-04-01,301_4_2022,18186141.010606863,7124787.02083,11061353.989776863,1263049.0537982467,949889.4208302269,413086.96154600696,393789.37916666665,143013.08011755324,55610.004166356026,257549.62880166387,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-726246.5945140268,0.0,0.0,0,0.0,-1263049.0537982467,0,393789.37916666665,54382.83307436468,0.0,-814876.8415572153,16977474.78988298,6730997.641663333,10246477.148219647,AJK
2024-05-01,301_4_2022,16977474.78988298,6730997.641663333,10246477.148219647,1218678.4999733407,923087.4162773174,386284.95699309756,393789.37916666665,143013.08011755324,52929.80371106508,242661.2799849581,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-681876.0406891208,0.0,0.0,0,0.0,-1218678.4999733407,0,393789.37916666665,51335.6870345362,0.0,-773553.4337721379,15810131.976944176,6337208.262496667,9472923.71444751,AJK
2024-06-01,301_4_2022,15810131.976944176,6337208.262496667,9472923.71444751,1174756.1764686934,896800.9770300532,359998.5177458332,393789.3791666667,143013.08011755324,50301.15978633865,227654.03965230155,0,536802.4592842199,143013.08011755324,393789.3791666667,0.0,0,-637953.7171844735,0.0,0.0,0,0.0,-1174756.1764686934,0,393789.3791666667,47527.57765265007,0.0,-733439.2196493767,14682903.378128134,5943418.883330001,8739484.494798133,AJK
2024-07-01,301_4_2022,14682903.378128134,5943418.883330001,8739484.494798133,1097662.3333563276,844974.8758264246,334969.95870090893,373972.77916666673,136032.13795884897,47100.20966597579,205587.2478639272,0,510004.9171255157,136032.13795884897,373972.77916666673,0.0,0,-587657.416230812,0.0,0.0,0,0.0,-1097662.3333563276,0,373972.77916666673,45008.107245215884,0.0,-678681.4469444449,13630249.152017022,5569446.104163334,8060803.047853688,AJK
2024-08-01,301_4_2022,13630249.152017022,5569446.104163334,8060803.047853688,994382.812808728,771748.3831893163,312660.4081129301,336324.8541666667,122763.12090971947,43542.35290226495,179092.07671714676,0,459087.9750763861,122763.12090971947,336324.8541666667,0.0,0,-535294.8377323418,0.0,0.0,0,0.0,-994382.812808728,0,336324.8541666667,43617.90114105607,0.0,-614440.0575010052,12679484.240349349,5233121.249996667,7446362.990352683,AJK
2024-09-01,301_4_2022,12679484.240349349,5233121.249996667,7446362.990352683,917077.6906271835,718145.6309433667,294178.8378685902,310352.9791666667,113613.81390810982,40779.26517767,158152.79450614683,0,423966.79307477653,113613.81390810982,310352.9791666667,0.0,0,-493110.897552407,0.0,0.0,0,0.0,-917077.6906271835,0,310352.9791666667,41608.08881915196,0.0,-565116.6226413648,11804014.638541318,4922768.27083,6881246.367711318,AJK
2024-10-01,301_4_2022,11804014.638541318,4922768.270830001,6881246.367711318,806204.3765533152,637900.6622948768,278282.83887613576,262767.3541666667,96850.46925207437,37513.33081282101,130790.38344561745,0,359617.82341874106,96850.46925207437,262767.3541666667,0.0,0,-446586.55313457415,0.0,0.0,0,0.0,-806204.3765533152,0,262767.3541666667,39516.72885267103,0.0,-503920.2935339774,11037326.990840673,4660000.916663334,6377326.074177341,AJK
2024-11-01,301_4_2022,11037326.990840673,4660000.916663335,6377326.07417734,751725.0512625411,600185.1889109297,269070.8395146718,241689.22916666666,89425.12022959128,35849.59597442632,115690.26637718498,0,331114.34939625795,89425.12022959128,241689.22916666666,0.0,0,-420610.70186628314,0.0,0.0,0,0.0,-751725.0512625411,0,241689.22916666666,35190.84326211855,0.0,-474844.97883375594,10320792.782840252,4418311.687496668,5902481.095343584,AJK
2024-12-01,301_4_2022,10320792.782840252,4418311.687496668,5902481.095343584,701168.7773495184,564256.1389146801,256013.87295790136,224775.47916666666,83466.78679011203,33948.06597480134,102964.572460037,0,308242.26595677866,83466.78679011203,224775.47916666666,0.0,0,-392926.5113927397,0.0,0.0,0,0.0,-701168.7773495184,0,224775.47916666666,31258.92070514588,0.0,-445134.3774777059,9650882.926195879,4193536.2083300008,5457346.717865879,AJK
2023-12-01,301_4_2023,72622249.80904832,23219789.0,49402460.80904832,4601193.799722149,3156846.3132240954,1776240.9570379248,1012350.75,368254.6061861706,214449.55632240954,1229897.9301756443,0,1380605.3561861706,368254.6061861706,1012350.75,0.0,0,-3220588.4435359784,16460310.0,-4938093.0,0,21398403.0,11859116.20027785,0,-3925742.25,399592.6612203328,0.0,8332966.611498183,84880958.6705465,27145531.25,57735427.4205465,AJK
2024-01-01,301_4_2023,84880958.6705465,27145531.25,57735427.4205465,4069648.11262618,2699686.2673308155,1487209.374717035,889325.3541666666,323151.53844711353,181036.09131641488,1188925.7539789495,0,1212476.8926137802,323151.53844711353,889325.3541666666,0.0,0,-2857171.2200124,0.0,0.0,0,0.0,-4069648.11262618,0,889325.3541666666,320324.97978503525,0.0,-2859997.778674478,81131635.53770536,26256205.895833332,54875429.641872026,AJK
2024-02-01,301_4_2023,81131635.53770536,26256205.895833336,54875429.64187202,3981206.29119033,2652542.5293051545,1440964.9826325092,888655.3541666666,322922.1925059785,176388.71751384877,1152275.044371327,0,1211577.546672645,322922.1925059785,888655.3541666666,0.0,0,-2769628.744517685,0.0,0.0,0,0.0,-3981206.29119033,0,888655.3541666666,307632.7907725478,0.0,-2784918.1462511155,77458062.03728758,25367550.541666668,52090511.49562091,AJK
2024-03-01,301_4_2023,77458062.03728758,25367550.541666668,52090511.49562091,3877865.8829263085,2597227.499014835,1396418.6132567506,880632.8541666666,320176.0315914179,171659.46448481685,1108978.9194266566,0,1200808.8857580845,320176.0315914179,880632.8541666666,0.0,0,-2677056.9971682243,0.0,0.0,0,0.0,-3877865.8829263085,0,880632.8541666666,289637.72265283467,0.0,-2707595.306106807,73869833.8770141,24486917.6875,49382916.1895141,AJK
2024-04-01,301_4_2023,73869833.8770141,24486917.6875,49382916.1895141,3777353.0967321545,2542923.2215583036,1351122.896169536,873921.6041666666,317878.72122210095,166900.1617391637,1067529.7134346876,0,1191800.3253887675,317878.72122210095,873921.6041666666,0.0,0,-2585552.7713433867,0.0,0.0,0,0.0,-3777353.0967321545,0,873921.6041666666,245513.4862481976,0.0,-2657918.0063172905,70337994.26653014,23612996.083333332,46724998.18319681,AJK
2024-05-01,301_4_2023,70337994.26653016,23612996.083333336,46724998.18319681,3675392.0799589744,2486972.3568430855,1302801.3709959986,868237.8541666666,315933.1316804202,161873.4502676419,1026546.2728482473,0,1184170.9858470869,315933.1316804202,868237.8541666666,0.0,0,-2491221.0941118877,0.0,0.0,0,0.0,-3675392.0799589744,0,868237.8541666666,236481.67770180842,0.0,-2570672.5480904994,66899083.86427298,22744758.229166668,44154325.63510631,AJK
2024-06-01,301_4_2023,66899083.86427298,22744758.229166668,44154325.63510631,3583213.90772015,2438111.3663778906,1259285.9518626358,864255.4791666666,314569.93534858804,157385.5887211224,987716.9526211369,0,1178825.4145152546,314569.93534858804,864255.4791666666,0.0,0,-2404388.4932048954,0.0,0.0,0,0.0,-3583213.90772015,0,864255.4791666666,226216.70386744585,0.0,-2492741.7246860377,63542086.66042027,21880502.75,41661583.91042027,AJK
2024-07-01,301_4_2023,63542086.660420276,21880502.75,41661583.910420276,3490133.286715392,2390430.8397727814,1221144.5326167447,857148.9791666666,312137.3279893702,153328.1860606115,946374.2608819992,0,1169286.3071560368,312137.3279893702,857148.9791666666,0.0,0,-2320846.9795593554,0.0,0.0,0,0.0,-3490133.286715392,0,857148.9791666666,221617.78965234375,0.0,-2411366.5178963817,60273571.16335723,21023353.770833332,39250217.39252389,AJK
2024-08-01,301_4_2023,60273571.16335723,21023353.770833332,39250217.39252389,3394801.140166289,2339068.5742064975,1175315.9292031908,853026.4791666666,310726.1658366402,148604.20950398312,907128.3564558083,0,1163752.645003307,310726.1658366402,853026.4791666666,0.0,0,-2231048.4951629825,0.0,0.0,0,0.0,-3394801.140166289,0,853026.4791666666,219307.9434230611,0.0,-2322466.7175765615,57098077.96661399,20170327.291666664,36927750.67494733,AJK
2024-09-01,301_4_2023,57098077.96661399,20170327.291666668,36927750.67494733,3304723.0862473836,2292993.1242578854,1135666.4402347256,848239.2291666666,309087.4548564931,144475.38950912186,867254.5724803766,0,1157326.6840231598,309087.4548564931,848239.2291666666,0.0,0,-2147396.402224224,0.0,0.0,0,0.0,-3304723.0862473836,0,848239.2291666666,213473.3413138496,0.0,-2243010.5157668674,54006828.22168046,19322088.0625,34684740.15918046,AJK
2024-10-01,301_4_2023,54006828.22168046,19322088.0625,34684740.15918046,3214052.068384081,2245085.36903682,1091108.748644388,845743.4791666666,308233.14122576517,139934.1889870153,829032.5103602458,0,1153976.6203924317,308233.14122576517,845743.4791666666,0.0,0,-2060075.4479916494,0.0,0.0,0,0.0,-3214052.068384081,0,845743.4791666666,205899.73365127022,0.0,-2162408.8555661445,50998675.88694765,18476344.583333332,32522331.30361432,AJK
2024-11-01,301_4_2023,50998675.88694765,18476344.583333332,32522331.30361432,3129113.218640043,2203007.8747933493,1053338.7187667417,842534.4791666666,307134.6768599409,136047.33956266826,790058.0042840252,0,1149669.1560266076,307134.6768599409,842534.4791666666,0.0,0,-1979444.0626134353,0.0,0.0,0,0.0,-3129113.218640043,0,842534.4791666666,182956.41817161735,0.0,-2103622.321301759,48052519.086479224,17633810.104166664,30418708.98231256,AJK
2024-12-01,301_4_2023,48052519.08647923,17633810.104166668,30418708.98231256,3034457.0534030413,2149999.7526282324,1000330.596601625,842534.4791666666,307134.6768599409,130746.5273461566,753710.7734286522,0,1149669.1560266076,307134.6768599409,842534.4791666666,0.0,0,-1884787.8973764337,0.0,0.0,0,0.0,-3034457.0534030413,0,842534.4791666666,165679.85629829927,0.0,-2026242.7179380755,45183741.88937448,16791275.625,28392466.264374483,AJK
2024-01-01,301_4_2024,0.0,0.0,0.0,395961.1643079208,300341.641501363,176255.34833332567,91457.875,32628.418168037297,20888.376650136295,74731.14615642144,0,124086.2931680373,32628.418168037297,91457.875,0.0,0,-271874.8711398835,4446570.0,-1333971.0,0,5780541.0,4050608.8356920793,0,-1242513.125,33290.7180640485,0.0,2841386.4287561276,4083899.5537561276,1242513.125,2841386.4287561276,AJK
2024-02-01,301_4_2024,4083899.553756127,1242513.125,2841386.428756127,778975.0611015835,564379.4030066405,331165.9952798794,171653.1875,61560.220226761056,39272.62155066405,175323.03654427902,0,233213.40772676107,61560.220226761056,171653.1875,0.0,0,-545761.6533748225,6764610.0,-2029383.0,0,8793993.0,5985634.938898416,0,-1857729.8125,67267.52380300088,0.0,4195172.6502014175,10136802.016457545,3100242.9375,7036559.078957545,AJK
2024-03-01,301_4_2024,10136802.016457545,3100242.9375,7036559.078957545,1321552.050292238,917205.5693294439,538343.0574075631,278482.625,100379.88692188074,63872.29443294439,340474.1865298497,0,378862.51192188077,100379.88692188074,278482.625,0.0,0,-942689.5383703571,11999645.0,-3599893.5,0,15599538.5,10678092.949707761,0,-3321410.875,114425.12490905437,0.0,7471107.199616816,20929320.091074362,6421653.8125,14507666.27857436,AJK
2024-04-01,301_4_2024,20929320.091074362,6421653.8125,14507666.27857436,1181630.4974086592,775771.3242374542,448439.850468836,240489.6875,86841.78626861815,53528.16367374542,352331.0094974595,0,327331.47376861813,86841.78626861815,240489.6875,0.0,0,-854299.023640041,2144000.0,-643200.0,0,2787200.0,962369.5025913408,0,-402710.3125,86645.97549801419,0.0,646305.1655893549,21978335.569163717,6824364.125,15153971.444163715,AJK
2024-05-01,301_4_2024,21978335.569163717,6824364.125,15153971.444163715,1702128.126733805,1170520.4594085289,679256.4660304864,360579.6875,130684.30587804252,80994.0771908529,450613.5901344231,0,491263.99337804253,130684.30587804252,360579.6875,0.0,0,-1210864.1333557626,8877700.0,-2663310.0,0,11541010.0,7175571.873266195,0,-2302730.3125,138705.48709716357,0.0,5011547.047863359,29292612.929527074,9127094.4375,20165518.492027074,AJK
2024-06-01,301_4_2024,29292612.929527074,9127094.4375,20165518.492027074,2143398.854914414,1478308.0977693156,856257.6915820907,456506.5625,165543.84368722493,102180.15352693156,562910.6036181672,0,622050.4061872249,165543.84368722493,456506.5625,0.0,0,-1521348.4487271893,10361900.0,-3108570.0,0,13470470.0,8218501.145085586,0,-2652063.4375,182896.16817255394,0.0,5749333.87575814,37694010.242785215,11779157.875,25914852.367785215,AJK
2024-07-01,301_4_2024,37694010.242785215,11779157.875,25914852.367785215,2454794.3773895903,1678500.5255311695,966470.2552159339,522244.875,189785.3953152356,115625.56505311695,660668.286805304,0,712030.2703152356,189785.3953152356,522244.875,0.0,0,-1742764.1070743548,9922310.0,-2976693.0,0,12899003.0,7467515.62261041,0,-2454448.125,214761.74533637677,0.0,5227829.242946787,45376287.610732004,14233606.0,31142681.610732004,AJK
2024-08-01,301_4_2024,45376287.610732004,14233606.0,31142681.610732004,2871580.48549086,1973476.8944616825,1130858.453035768,617905.75,224712.69142591456,135557.11444616824,762546.476583009,0,842618.4414259145,224712.69142591456,617905.75,0.0,0,-2028962.0440649455,9460560.0,-2838168.0,0,12298728.0,6588979.51450914,0,-2220262.25,262916.92268376256,0.0,4631634.187192902,52228184.047924906,16453868.25,35774315.797924906,AJK
2024-09-01,301_4_2024,52228184.047924906,16453868.25,35774315.797924906,2955438.3524377947,1992358.1928145534,1125011.3442176078,636574.25,230772.59859694573,135578.39428145537,827501.7653417859,0,867346.8485969458,230772.59859694573,636574.25,0.0,0,-2088091.5038408488,5380300.0,-1614090.0,0,6994390.0,2424861.6475622053,0,-977515.75,261506.30573316483,0.0,1708852.20329537,54914552.00122028,17431384.0,37483168.00122028,AJK
2024-10-01,301_4_2024,54914552.00122028,17431384.0,37483168.00122028,3325103.782575082,2250307.48200728,1268407.1266366618,720214.5625,261685.7928706181,153009.291950728,921787.008617074,0,981900.3553706182,261685.7928706181,720214.5625,0.0,0,-2343203.4272044636,9672200.0,-2901660.0,0,12573860.0,6347096.217424918,0,-2181445.4375,308001.44762737665,0.0,4473652.227552295,61569649.66627257,19612829.4375,41956820.22877257,AJK
2024-11-01,301_4_2024,61569649.66627257,19612829.4375,41956820.22877257,3713922.0494668195,2519836.4911412396,1411191.1884409504,813434.875,295210.42770028894,170640.16161412394,1023445.396711456,0,1108645.302700289,295210.42770028894,813434.875,0.0,0,-2605276.7467665304,9895300.0,-2968590.0,0,12863890.0,6181377.9505331805,0,-2155155.125,319441.43036287476,0.0,4345664.255896055,68070469.04716863,21767984.5625,46302484.48466863,AJK
2024-12-01,301_4_2024,68070469.04716863,21767984.5625,46302484.48466863,3808871.2458756105,2563111.3818463646,1427436.5579508764,833437.375,302237.4488954879,172967.40068463644,1072792.4633446094,0,1135674.823895488,302237.4488954879,833437.375,0.0,0,-2673196.4219801226,5921485.0,-1776445.5,0,7697930.5,2112613.7541243895,0,-943008.125,302583.7666052076,0.0,1472189.3957295972,70485666.56789821,22710992.6875,47774673.88039822,AJK
2023-12-01,304_1_2022,3631549.8059459133,1343125.00003,2288424.805915913,116787.2752533781,70711.34466242322,30101.946721865737,30625.0,9984.39794055748,4008.6344662423217,42067.296124712564,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-76177.87731282062,0.0,0.0,0,0.0,-116787.2752533781,0,30625.0,12945.174347465036,0.0,-73217.10090591307,3527707.7050400004,1312500.00003,2215207.70501,AJK
2024-01-01,304_1_2022,3527707.7050400004,1312500.00003,2215207.70501,115698.12096976777,70223.28910879449,29613.891168237013,30625.0,9984.39794055748,3959.8289108794497,41515.002950093825,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-75088.72302921029,0.0,0.0,0,0.0,-115698.12096976777,0,30625.0,12367.555832791713,0.0,-72705.56513697606,3424377.139903024,1281875.00003,2142502.139873024,AJK
2024-02-01,304_1_2022,3424377.139903024,1281875.00003,2142502.139873024,114581.37296084352,69727.76168306527,29118.363742507794,30625.0,9984.39794055748,3910.2761683065273,40943.33510947173,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-73971.97502028605,0.0,0.0,0,0.0,-114581.37296084352,0,30625.0,12130.099080235037,0.0,-71826.27388060848,3321925.8660224155,1251250.00003,2070675.8659924157,AJK
2024-03-01,304_1_2022,3321925.8660224155,1251250.00003,2070675.8659924155,113436.46041532578,69224.64799483004,28615.250054272557,30625.0,9984.39794055748,3859.9647994830034,40351.84762101274,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-72827.0624747683,0.0,0.0,0,0.0,-113436.46041532578,0,30625.0,11574.043937600583,0.0,-71237.4164777252,3220063.4495446905,1220625.00003,1999438.4495146903,AJK
2024-04-01,304_1_2022,3220063.4495446905,1220625.00003,1999438.4495146906,112239.21086385383,68713.83190242675,28104.433961869272,30625.0,9984.39794055748,3808.8831902426755,39716.49577118441,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-71629.81292329635,0.0,0.0,0,0.0,-112239.21086385383,0,30625.0,9823.370933362161,0.0,-71790.83993049167,3117647.609614199,1190000.00003,1927647.6095841988,AJK
2024-05-01,304_1_2022,3117647.609614199,1190000.00003,1927647.6095841988,111013.37850232827,68195.19548612603,27585.797545568552,30625.0,9984.39794055748,3757.0195486126036,39061.163467589635,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-70403.98056177079,0.0,0.0,0,0.0,-111013.37850232827,0,30625.0,10228.340718963744,0.0,-70160.03778336453,3016862.5718308343,1159375.00003,1857487.5718008343,AJK
2024-06-01,304_1_2022,3016862.5718308343,1159375.00003,1857487.5718008343,109781.20668215057,67668.61902090987,27059.221080352392,30625.0,9984.39794055748,3704.3619020909873,38408.22575914971,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-69171.8087415931,0.0,0.0,0,0.0,-109781.20668215057,0,30625.0,9700.760611315254,0.0,-69455.44607083531,2916782.1257599993,1128750.00003,1788032.125729999,AJK
2024-07-01,304_1_2022,2916782.125759999,1128750.00003,1788032.1257299988,108518.49868231745,67133.98094883363,26524.583008276153,30625.0,9984.39794055748,3650.8980948833623,37733.61963860046,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-67909.10074175998,0.0,0.0,0,0.0,-108518.49868231745,0,30625.0,9538.90243778243,0.0,-68354.59624453503,2817802.529515464,1098125.00003,1719677.5294854639,AJK
2024-08-01,304_1_2022,2817802.529515464,1098125.00003,1719677.5294854639,107224.62090911371,66591.1578509649,25981.759910407418,30625.0,9984.39794055748,3596.61578509649,37036.84727305232,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-66615.22296855623,0.0,0.0,0,0.0,-107224.62090911371,0,30625.0,9677.878182108834,0.0,-66921.74272700488,2720255.786788459,1067500.00003,1652755.786758459,AJK
2024-09-01,304_1_2022,2720255.786788459,1067500.00003,1652755.786758459,105898.93009262127,66040.02441889278,25430.626478335296,30625.0,9984.39794055748,3541.5024418892785,36317.403231839235,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-65289.532152063795,0.0,0.0,0,0.0,-105898.93009262127,0,30625.0,9634.017097761098,0.0,-65639.91299486018,2623990.8737935987,1036875.00003,1587115.8737635987,AJK
2024-10-01,304_1_2022,2623990.8737935987,1036875.00003,1587115.8737635987,104540.77414404399,65480.45342580093,24871.05548524345,30625.0,9984.39794055748,3485.5453425800933,35574.77537566297,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-63931.37620348651,0.0,0.0,0,0.0,-104540.77414404399,0,30625.0,9537.382992333332,0.0,-64378.39115171065,2528987.482641888,1006250.00003,1522737.482611888,AJK
2024-11-01,304_1_2022,2528987.4826418883,1006250.00003,1522737.4826118883,104847.88706245547,66456.75930041712,25847.361359859624,30625.000000000015,9984.39794055748,3583.1759300417098,34807.951831996645,0,40609.397940557494,9984.39794055748,30625.000000000015,0.0,0,-64238.489121897976,0.0,0.0,0,0.0,-104847.88706245547,0,30625.000000000015,8647.90683560422,0.0,-65574.98022685123,2432787.502415037,975625.00003,1457162.502385037,AJK
2024-12-01,304_1_2022,2432787.502415037,975625.0000300001,1457162.5023850368,96415.61636069299,62108.833984764184,25296.796442227933,27708.333333333332,9103.704209202924,3440.0500651430857,30866.73231078572,0,36812.03754253626,9103.704209202924,27708.333333333332,0.0,0,-59603.57881815673,0.0,0.0,0,0.0,-96415.61636069299,0,27708.333333333332,8028.862228321195,0.0,-60678.42079903847,2344400.7482826654,947916.6666966667,1396484.0815859984,AJK
2023-12-01,304_1_2023,27798635.688016944,10207837.499866666,17590798.18815028,930689.1724651287,681990.3232697094,356828.8544267342,245991.6666666667,79169.80217630848,43599.86566030427,205098.98353511505,0,325161.46884297515,79169.80217630848,245991.6666666667,0.0,0,-605527.7036221535,0.0,0.0,0,0.0,-930689.1724651287,0,245991.6666666667,98361.63754818325,0.0,-586335.8682502789,26966308.1531,9961845.8332,17004462.3199,AJK
2024-01-01,304_1_2023,26966308.1531,9961845.8332,17004462.3199,928667.0649620998,682766.9445273351,357605.47568436,245991.66666666666,79169.80217630848,43677.52778606685,202222.5926486978,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-603505.5961191247,0.0,0.0,0,0.0,-928667.0649620998,0,245991.66666666666,94174.31472782113,0.0,-588501.083567612,26131815.402865723,9715854.166533334,16415961.236332387,AJK
2024-02-01,304_1_2023,26131815.40286572,9715854.166533332,16415961.236332387,923251.6227001945,680547.2249845581,355385.7561415829,245991.66666666666,79169.80217630848,43455.55583178914,199248.84188384726,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-598090.1538572193,0.0,0.0,0,0.0,-923251.6227001945,0,245991.66666666666,92834.8476849561,0.0,-584425.1083485717,25301398.62785048,9469862.499866666,15831536.127983816,AJK
2024-03-01,304_1_2023,25301398.62785048,9469862.499866666,15831536.127983814,926838.3646705373,686604.9177146805,361443.44887170545,245991.66666666666,79169.80217630848,44061.3251048014,196172.12185105533,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-601676.8958275621,0.0,0.0,0,0.0,-926838.3646705373,0,245991.66666666666,88072.51112128362,0.0,-592774.186882587,24462632.774301227,9223870.8332,15238761.941101227,AJK
2024-04-01,304_1_2023,24462632.774301227,9223870.8332,15238761.941101227,919030.6945716,682499.3944314019,357337.92558842676,245991.66666666666,79169.80217630848,43650.77277647353,192880.52736372454,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-593869.2257286247,0.0,0.0,0,0.0,-919030.6945716,0,245991.66666666666,74633.30294249112,0.0,-598405.7249624422,23618235.38267212,8977879.166533334,14640356.216138786,AJK
2024-05-01,304_1_2023,23618235.382672116,8977879.166533332,14640356.216138786,906828.0305767565,674486.910682608,349325.4418396329,245991.66666666666,79169.80217630848,42849.52440159414,189491.59549255422,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-581666.5617337814,0.0,0.0,0,0.0,-906828.0305767565,0,245991.66666666666,72443.74940022304,0.0,-588392.6145098668,22783851.101495586,8731887.499866666,14051963.601628918,AJK
2024-06-01,304_1_2023,22783851.101495586,8731887.499866666,14051963.601628918,894501.3833231085,666351.7600502325,341190.2912072574,245991.66666666666,79169.80217630848,42036.00933835659,186113.6139345194,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-569339.9144801334,0.0,0.0,0,0.0,-894501.3833231085,0,245991.66666666666,72219.6787363767,0.0,-576290.0379200652,21961569.396908853,8485895.8332,13475673.563708853,AJK
2024-07-01,304_1_2023,21961569.396908853,8485895.8332,13475673.563708853,881932.0321312322,658092.0645692397,332930.59572626464,245991.66666666666,79169.80217630848,41210.03979025732,182629.9277717351,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-556770.563288257,0.0,0.0,0,0.0,-881932.0321312322,0,245991.66666666666,72867.23931320879,0.0,-563073.1261513568,21152504.60409083,8239904.166533333,12912600.437557496,AJK
2024-08-01,304_1_2023,21152504.604090832,8239904.166533333,12912600.437557498,869115.4748957505,649705.9175239439,324544.44868096884,245991.6666666667,79169.80217630848,40371.42508572773,179038.13228607888,0,325161.46884297515,79169.80217630848,245991.6666666667,0.0,0,-543954.0060527753,0.0,0.0,0,0.0,-869115.4748957505,0,245991.6666666667,73564.29631104738,0.0,-549559.5119180365,20356953.42550613,7993912.499866666,12363040.925639462,AJK
2024-09-01,304_1_2023,20356953.42550613,7993912.499866667,12363040.925639462,856047.0979808588,641191.3830078518,316029.9141648767,245991.6666666667,79169.80217630848,39519.97163411852,175335.74333888854,0,325161.46884297515,79169.80217630848,245991.6666666667,0.0,0,-530885.6291378837,0.0,0.0,0,0.0,-856047.0979808588,0,245991.6666666667,75456.26895931686,0.0,-534599.1623548751,19576362.596484587,7747920.8332,11828441.763284586,AJK
2024-10-01,304_1_2023,19576362.596484587,7747920.833200001,11828441.763284586,842722.3021976303,632546.4954767665,307385.0266337914,245991.66666666666,79169.80217630848,38655.48288100999,171520.32383985375,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-517560.83335465513,0.0,0.0,0,0.0,-842722.3021976303,0,245991.66666666666,72210.71109396662,0.0,-524519.924436997,18805851.00538092,7501929.166533334,11303921.838847589,AJK
2024-11-01,304_1_2023,18805851.00538092,7501929.166533334,11303921.838847589,829136.4965416711,623769.2592950506,298607.79045207554,245991.66666666666,79169.80217630848,37777.75926283841,167589.47798378207,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-503975.02769869595,0.0,0.0,0,0.0,-829136.4965416711,0,245991.66666666666,64123.142023490494,0.0,-519021.68785151397,18040837.650862742,7255937.499866667,10784900.150996074,AJK
2024-12-01,304_1_2023,18040837.650862742,7255937.499866667,10784900.150996076,815284.9649404807,614857.6482749417,289696.17943196656,245991.66666666666,79169.80217630848,36886.59816082751,163540.71850471135,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-490123.4960975055,0.0,0.0,0,0.0,-815284.9649404807,0,245991.66666666666,58739.86328602521,0.0,-510553.4349877888,17284292.549208287,7009945.8332,10274346.716008287,AJK
2023-12-01,304_2_2022,11738305.010861546,4141666.6663333336,7596638.344528211,229309.5297139333,212736.87931788998,134156.62785242012,58333.333333333336,20246.91813213652,15440.354598455664,1132.2957975876614,0,78580.25146546986,20246.91813213652,58333.333333333336,0.0,0,-150729.27824846344,0.0,0.0,0,0.0,-229309.5297139333,0,58333.333333333336,45400.110852387996,0.0,-125576.08552821196,11554395.592,4083333.333,7471062.259,AJK
