IFRS_MONTH,NAMA_PRODUK,KEY,LIABILITY,TOTAL_LIABILITY,DISTRIBUSI,% LIABILITY
2024-06-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1423454164.2256691,17288785711.27882,,8.23 %
2024-07-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1406997423.0899034,17876734240.03563,,7.87 %
2024-08-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1280365868.6809106,19273456227.174965,,6.64 %
2024-09-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1498043253.7278674,28782135496.05832,,5.20 %
2024-10-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1406299517.3151522,42487126287.77389,,3.31 %
2024-11-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1618594666.469841,23478305160.680916,,6.89 %
2024-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2019,1789585098.943369,25781692615.52948,,6.94 %
2024-05-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,114851626.49595922,11379854325.261303,,1.01 %
2024-06-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,295140515.1969447,17288785711.27882,,1.71 %
2024-07-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,228492642.2550136,17876734240.03563,,1.28 %
2024-08-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,200897570.10295016,19273456227.174965,,1.04 %
2024-09-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,247250074.46507213,28782135496.05832,,0.86 %
2024-10-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,308817253.99509394,42487126287.77389,,0.73 %
2024-11-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,356694106.0099827,23478305160.680916,,1.52 %
2024-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2020,482094920.8194268,25781692615.52948,,1.87 %
2023-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,3540564550.23433,13010769059.999933,,27.21 %
2024-02-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,1233392440.8095722,8282572963.653301,,14.89 %
2024-03-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,1127064002.7517767,9303612351.083628,,12.11 %
2024-04-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,2262558865.351933,9196701169.813568,,24.60 %
2024-05-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,3515604003.015545,11379854325.261303,,30.89 %
2024-06-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,3658314757.891044,17288785711.27882,,21.16 %
2024-07-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,3394527842.058357,17876734240.03563,,18.99 %
2024-11-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,4024732600.163325,23478305160.680916,,17.14 %
2024-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2021,3611019024.724127,25781692615.52948,,14.01 %
2023-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2022,3565354029.3253083,13010769059.999933,,27.40 %
2024-04-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2022,776342487.7359948,9196701169.813568,,8.44 %
2024-05-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2022,2465841376.611717,11379854325.261303,,21.67 %
2024-06-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2022,2739605430.502688,17288785711.27882,,15.85 %
2024-07-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2022,2641497916.4842315,17876734240.03563,,14.78 %
2024-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2022,3784686136.328007,25781692615.52948,,14.68 %
2023-12-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,3623019552.797061,13010769059.999933,,27.85 %
2024-01-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,1615647391.9562514,22848182481.32057,,7.07 %
2024-02-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,2394073878.732788,8282572963.653301,,28.90 %
2024-03-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,2600286319.7049384,9303612351.083628,,27.95 %
2024-04-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,2621064137.502969,9196701169.813568,,28.50 %
2024-05-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,3327905774.533964,11379854325.261303,,29.24 %
2024-06-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,3493707991.476132,17288785711.27882,,20.21 %
2024-07-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,3525249068.966708,17876734240.03563,,19.72 %
2024-08-01,SPUL,ASURANSI STAR INVESTAMA PREMIUM_2023,3190669329.2614946,19273456227.174965,,16.55 %
2023-12-01,RPUL,ASURANSI STAR PRIMA LINK_2023,31146188.9111,31146188.9111,,100.00 %
2024-01-01,RPUL,ASURANSI STAR PRIMA LINK_2023,26079309.010442644,26079309.010442644,,100.00 %
2024-02-01,RPUL,ASURANSI STAR PRIMA LINK_2023,20597802.35972932,20597802.35972932,,100.00 %
2024-03-01,RPUL,ASURANSI STAR PRIMA LINK_2023,17278944.069447245,17278944.069447245,,100.00 %
2024-04-01,RPUL,ASURANSI STAR PRIMA LINK_2023,12975024.062824272,12975024.062824272,,100.00 %
2024-05-01,RPUL,ASURANSI STAR PRIMA LINK_2023,12884849.89153009,12884849.89153009,,100.00 %
2024-06-01,RPUL,ASURANSI STAR PRIMA LINK_2023,32366957.22382392,33359928.826267865,,97.02 %
2024-07-01,RPUL,ASURANSI STAR PRIMA LINK_2023,33471453.631139264,34308192.26957162,,97.56 %
2024-08-01,RPUL,ASURANSI STAR PRIMA LINK_2023,33805782.219116546,35445665.66306127,,95.37 %
2024-09-01,RPUL,ASURANSI STAR PRIMA LINK_2023,32717540.60596129,36110424.9340424,,90.60 %
2024-10-01,RPUL,ASURANSI STAR PRIMA LINK_2023,32231201.464882404,35406849.31270999,,91.03 %
2024-11-01,RPUL,ASURANSI STAR PRIMA LINK_2023,31199372.98983743,34652167.14864611,,90.04 %
2024-12-01,RPUL,ASURANSI STAR PRIMA LINK_2023,30783083.537152443,35364128.37921876,,87.05 %
2023-12-01,RELIFE,DK_10,175257035.931,6155034808.39057,,2.85 %
2024-01-01,RELIFE,DK_10,159307398.7609028,5577840378.848294,,2.86 %
2024-02-01,RELIFE,DK_10,160576460.90801844,5608581854.576332,,2.86 %
2024-03-01,RELIFE,DK_10,143758384.80062994,5522628678.549486,,2.60 %
2024-04-01,RELIFE,DK_10,144641354.44125098,5486170953.032838,,2.64 %
2024-05-01,RELIFE,DK_10,145326167.3589055,5352612393.703883,,2.72 %
2024-06-01,RELIFE,DK_10,143365577.2389454,5203628204.469132,,2.76 %
2024-07-01,RELIFE,DK_10,143892301.5811336,5065451216.856623,,2.84 %
2024-08-01,RELIFE,DK_10,144698427.42372257,5037610107.941032,,2.87 %
2024-09-01,RELIFE,DK_10,145510623.72035772,5029201833.449666,,2.89 %
2024-10-01,RELIFE,DK_10,142789720.83398885,4922201889.276517,,2.90 %
2024-11-01,RELIFE,DK_10,143534908.5167815,4875399168.234564,,2.94 %
2024-12-01,RELIFE,DK_10,144020277.50418004,4867111941.224724,,2.96 %
2023-12-01,RELIFE,DK_11,197400469.163,6155034808.39057,,3.21 %
2024-01-01,RELIFE,DK_11,175379630.25933492,5577840378.848294,,3.14 %
2024-02-01,RELIFE,DK_11,176634057.76582068,5608581854.576332,,3.15 %
2024-03-01,RELIFE,DK_11,155686214.2133399,5522628678.549486,,2.82 %
2024-04-01,RELIFE,DK_11,156522521.70119834,5486170953.032838,,2.85 %
2024-05-01,RELIFE,DK_11,157240917.1628292,5352612393.703883,,2.94 %
2024-06-01,RELIFE,DK_11,157968855.52949932,5203628204.469132,,3.04 %
2024-07-01,RELIFE,DK_11,158595016.86781815,5065451216.856623,,3.13 %
2024-08-01,RELIFE,DK_11,159507254.8158909,5037610107.941032,,3.17 %
2024-09-01,RELIFE,DK_11,164218908.17990732,5029201833.449666,,3.27 %
2024-10-01,RELIFE,DK_11,165343519.48955423,4922201889.276517,,3.36 %
2024-11-01,RELIFE,DK_11,166282649.09898514,4875399168.234564,,3.41 %
2024-12-01,RELIFE,DK_11,167024977.31585664,4867111941.224724,,3.43 %
2023-12-01,RELIFE,DK_12,166895769.45,6155034808.39057,,2.71 %
2024-01-01,RELIFE,DK_12,158109296.74393696,5577840378.848294,,2.83 %
2024-02-01,RELIFE,DK_12,159311220.79381192,5608581854.576332,,2.84 %
2024-03-01,RELIFE,DK_12,161982853.83257708,5522628678.549486,,2.93 %
2024-04-01,RELIFE,DK_12,162957396.27731812,5486170953.032838,,2.97 %
2024-05-01,RELIFE,DK_12,163805767.2865087,5352612393.703883,,3.06 %
2024-06-01,RELIFE,DK_12,164663103.44716963,5203628204.469132,,3.16 %
2024-07-01,RELIFE,DK_12,165420470.8342414,5065451216.856623,,3.27 %
2024-08-01,RELIFE,DK_12,166429712.647718,5037610107.941032,,3.30 %
2024-09-01,RELIFE,DK_12,167446417.45460156,5029201833.449666,,3.33 %
2024-10-01,RELIFE,DK_12,168620905.29513866,4922201889.276517,,3.43 %
2024-11-01,RELIFE,DK_12,169628295.58219957,4875399168.234564,,3.48 %
2024-12-01,RELIFE,DK_12,170449707.8084754,4867111941.224724,,3.50 %
2023-12-01,RELIFE,DK_13,309030869.453,6155034808.39057,,5.02 %
2024-01-01,RELIFE,DK_13,275436877.0613241,5577840378.848294,,4.94 %
2024-02-01,RELIFE,DK_13,277665543.5458098,5608581854.576332,,4.95 %
2024-03-01,RELIFE,DK_13,275330939.9728632,5522628678.549486,,4.99 %
2024-04-01,RELIFE,DK_13,269668918.3757373,5486170953.032838,,4.92 %
2024-05-01,RELIFE,DK_13,264065901.02132112,5352612393.703883,,4.93 %
2024-06-01,RELIFE,DK_13,265511291.53574336,5203628204.469132,,5.10 %
2024-07-01,RELIFE,DK_13,266721775.63685697,5065451216.856623,,5.27 %
2024-08-01,RELIFE,DK_13,268308811.6824944,5037610107.941032,,5.33 %
2024-09-01,RELIFE,DK_13,269907626.7167798,5029201833.449666,,5.37 %
2024-10-01,RELIFE,DK_13,271719256.5188886,4922201889.276517,,5.52 %
2024-11-01,RELIFE,DK_13,273237163.2853792,4875399168.234564,,5.60 %
2024-12-01,RELIFE,DK_13,274365050.30191183,4867111941.224724,,5.64 %
2023-12-01,RELIFE,DK_14,144192465.9,6155034808.39057,,2.34 %
2024-01-01,RELIFE,DK_14,142219524.83265764,5577840378.848294,,2.55 %
2024-02-01,RELIFE,DK_14,143307369.11787915,5608581854.576332,,2.56 %
2024-03-01,RELIFE,DK_14,144312574.1663368,5522628678.549486,,2.61 %
2024-04-01,RELIFE,DK_14,145151714.5874389,5486170953.032838,,2.65 %
2024-05-01,RELIFE,DK_14,145905578.98159614,5352612393.703883,,2.73 %
2024-06-01,RELIFE,DK_14,146668694.9666418,5203628204.469132,,2.82 %
2024-07-01,RELIFE,DK_14,147352435.84436578,5065451216.856623,,2.91 %
2024-08-01,RELIFE,DK_14,148298167.40844375,5037610107.941032,,2.94 %
2024-09-01,RELIFE,DK_14,149247068.7902196,5029201833.449666,,2.97 %
2024-10-01,RELIFE,DK_14,150367682.52739602,4922201889.276517,,3.05 %
2024-11-01,RELIFE,DK_14,151326337.98470172,4875399168.234564,,3.10 %
2024-12-01,RELIFE,DK_14,152123019.08179626,4867111941.224724,,3.13 %
2023-12-01,RELIFE,DK_7,1851147572.227,6155034808.39057,,30.08 %
2024-01-01,RELIFE,DK_7,1611965223.8351705,5577840378.848294,,28.90 %
2024-02-01,RELIFE,DK_7,1624607272.85278,5608581854.576332,,28.97 %
2024-03-01,RELIFE,DK_7,1627777397.138055,5522628678.549486,,29.47 %
2024-04-01,RELIFE,DK_7,1586482675.8562098,5486170953.032838,,28.92 %
2024-05-01,RELIFE,DK_7,1546663755.2560005,5352612393.703883,,28.90 %
2024-06-01,RELIFE,DK_7,1536878958.1032574,5203628204.469132,,29.53 %
2024-07-01,RELIFE,DK_7,1449541522.176249,5065451216.856623,,28.62 %
2024-08-01,RELIFE,DK_7,1436537102.670145,5037610107.941032,,28.52 %
2024-09-01,RELIFE,DK_7,1427570522.134919,5029201833.449666,,28.39 %
2024-10-01,RELIFE,DK_7,1349734146.2460194,4922201889.276517,,27.42 %
2024-11-01,RELIFE,DK_7,1336108923.3999493,4875399168.234564,,27.41 %
2024-12-01,RELIFE,DK_7,1315729703.4298444,4867111941.224724,,27.03 %
2023-12-01,RELIFE,DK_8,2096301184.187,6155034808.39057,,34.06 %
2024-01-01,RELIFE,DK_8,1956920141.1506653,5577840378.848294,,35.08 %
2024-02-01,RELIFE,DK_8,1959549640.1107192,5608581854.576332,,34.94 %
2024-03-01,RELIFE,DK_8,1944679279.458213,5522628678.549486,,35.21 %
2024-04-01,RELIFE,DK_8,1945228498.2704976,5486170953.032838,,35.46 %
2024-05-01,RELIFE,DK_8,1848830921.59684,5352612393.703883,,34.54 %
2024-06-01,RELIFE,DK_8,1704905331.0639074,5203628204.469132,,32.76 %
2024-07-01,RELIFE,DK_8,1651446966.0105822,5065451216.856623,,32.60 %
2024-08-01,RELIFE,DK_8,1625144314.772846,5037610107.941032,,32.26 %
2024-09-01,RELIFE,DK_8,1611458021.9655895,5029201833.449666,,32.04 %
2024-10-01,RELIFE,DK_8,1572440055.2901356,4922201889.276517,,31.95 %
2024-11-01,RELIFE,DK_8,1528068856.1034842,4875399168.234564,,31.34 %
2024-12-01,RELIFE,DK_8,1531717312.6606035,4867111941.224724,,31.47 %
2023-12-01,RELIFE,DK_9,1023169817.325,6155034808.39057,,16.62 %
2024-01-01,RELIFE,DK_9,962013212.9810128,5577840378.848294,,17.25 %
2024-02-01,RELIFE,DK_9,969322935.8939816,5608581854.576332,,17.28 %
2024-03-01,RELIFE,DK_9,930583726.0315548,5522628678.549486,,16.85 %
2024-04-01,RELIFE,DK_9,936449903.4945216,5486170953.032838,,17.07 %
2024-05-01,RELIFE,DK_9,941505202.6110152,5352612393.703883,,17.59 %
2024-06-01,RELIFE,DK_9,944183523.716492,5203628204.469132,,18.14 %
2024-07-01,RELIFE,DK_9,943065169.5750782,5065451216.856623,,18.62 %
2024-08-01,RELIFE,DK_9,948752080.7443768,5037610107.941032,,18.83 %
2024-09-01,RELIFE,DK_9,953377153.8762274,5029201833.449666,,18.96 %
2024-10-01,RELIFE,DK_9,959831444.865257,4922201889.276517,,19.50 %
2024-11-01,RELIFE,DK_9,965413635.1652286,4875399168.234564,,19.80 %
2024-12-01,RELIFE,DK_9,969942446.2995288,4867111941.224724,,19.93 %
2023-12-01,RELIFE,JW_12,0.0,6155034808.39057,,0.00 %
2024-01-01,RELIFE,JW_12,-1.001802807376606e-16,5577840378.848294,,-0.00 %
2024-02-01,RELIFE,JW_12,-1.001802807376606e-16,5608581854.576332,,-0.00 %
2024-03-01,RELIFE,JW_12,-1.001802807376606e-16,5522628678.549486,,-0.00 %
2024-04-01,RELIFE,JW_12,-1.001802807376606e-16,5486170953.032838,,-0.00 %
2024-05-01,RELIFE,JW_12,-1.001802807376606e-16,5352612393.703883,,-0.00 %
2024-06-01,RELIFE,JW_12,-1.001802807376606e-16,5203628204.469132,,-0.00 %
2024-07-01,RELIFE,JW_12,-1.001802807376606e-16,5065451216.856623,,-0.00 %
2024-08-01,RELIFE,JW_12,-1.001802807376606e-16,5037610107.941032,,-0.00 %
2024-09-01,RELIFE,JW_12,-1.001802807376606e-16,5029201833.449666,,-0.00 %
2024-10-01,RELIFE,JW_12,-1.001802807376606e-16,4922201889.276517,,-0.00 %
2024-11-01,RELIFE,JW_12,-1.001802807376606e-16,4875399168.234564,,-0.00 %
2024-12-01,RELIFE,JW_12,-1.001802807376606e-16,4867111941.224724,,-0.00 %
2023-12-01,RELIFE,JW_15,0.0,6155034808.39057,,0.00 %
2024-01-01,RELIFE,JW_15,-1.0001765041178777e-16,5577840378.848294,,-0.00 %
2024-02-01,RELIFE,JW_15,-1.0001765041178777e-16,5608581854.576332,,-0.00 %
2024-03-01,RELIFE,JW_15,-1.0001765041178777e-16,5522628678.549486,,-0.00 %
2024-04-01,RELIFE,JW_15,-1.0001765041178777e-16,5486170953.032838,,-0.00 %
2024-05-01,RELIFE,JW_15,-1.0001765041178777e-16,5352612393.703883,,-0.00 %
2024-06-01,RELIFE,JW_15,-1.0001765041178777e-16,5203628204.469132,,-0.00 %
2024-07-01,RELIFE,JW_15,-1.0001765041178777e-16,5065451216.856623,,-0.00 %
2024-08-01,RELIFE,JW_15,-1.0001765041178777e-16,5037610107.941032,,-0.00 %
2024-09-01,RELIFE,JW_15,-1.0001765041178777e-16,5029201833.449666,,-0.00 %
2024-10-01,RELIFE,JW_15,-1.0001765041178777e-16,4922201889.276517,,-0.00 %
2024-11-01,RELIFE,JW_15,-1.0001765041178777e-16,4875399168.234564,,-0.00 %
2024-12-01,RELIFE,JW_15,-1.0001765041178777e-16,4867111941.224724,,-0.00 %
2023-12-01,RELIFE,JW_16,59040.47827,6155034808.39057,,0.00 %
2024-01-01,RELIFE,JW_16,42679.92309899208,5577840378.848294,,0.00 %
2024-02-01,RELIFE,JW_16,32190.52845676455,5608581854.576332,,0.00 %
2024-03-01,RELIFE,JW_16,21583.39278970009,5522628678.549486,,0.00 %
2024-04-01,RELIFE,JW_16,10859.861006537736,5486170953.032838,,0.00 %
2024-05-01,RELIFE,JW_16,-1.5418772818520663e-06,5352612393.703883,,-0.00 %
2024-07-01,RELIFE,JW_16,-1.5418772818520663e-06,5065451216.856623,,-0.00 %
2024-08-01,RELIFE,JW_16,-1.5418772818520663e-06,5037610107.941032,,-0.00 %
2024-09-01,RELIFE,JW_16,-1.5418772818520663e-06,5029201833.449666,,-0.00 %
2024-10-01,RELIFE,JW_16,-1.5418772818520663e-06,4922201889.276517,,-0.00 %
2024-11-01,RELIFE,JW_16,-1.5418772818520663e-06,4875399168.234564,,-0.00 %
2024-12-01,RELIFE,JW_16,-1.5418772818520663e-06,4867111941.224724,,-0.00 %
2023-12-01,RELIFE,JW_9,5271304.2413,6155034808.39057,,0.09 %
2024-01-01,RELIFE,JW_9,3885065.107661235,5577840378.848294,,0.07 %
2024-02-01,RELIFE,JW_9,3857279.150220425,5608581854.576332,,0.07 %
2024-03-01,RELIFE,JW_9,3826976.0973316506,5522628678.549486,,0.07 %
2024-04-01,RELIFE,JW_9,3797207.120543273,5486170953.032838,,0.07 %
2024-05-01,RELIFE,JW_9,3760106.061867014,5352612393.703883,,0.07 %
2024-06-01,RELIFE,JW_9,3721172.225043952,5203628204.469132,,0.07 %
2024-07-01,RELIFE,JW_9,3682342.185939761,5065451216.856623,,0.07 %
2024-08-01,RELIFE,JW_9,3645167.873933877,5037610107.941032,,0.07 %
2024-09-01,RELIFE,JW_9,3611577.1185713983,5029201833.449666,,0.07 %
2024-10-01,RELIFE,JW_9,3573477.3553786585,4922201889.276517,,0.07 %
2024-11-01,RELIFE,JW_9,3531043.0078972518,4875399168.234564,,0.07 %
2024-12-01,RELIFE,JW_9,3484554.061418874,4867111941.224724,,0.07 %
2023-12-01,RELIFE,SH_10,57208223.835,6155034808.39057,,0.93 %
2024-01-01,RELIFE,SH_10,40645078.32110931,5577840378.848294,,0.73 %
2024-02-01,RELIFE,SH_10,40997691.29509125,5608581854.576332,,0.73 %
2024-03-01,RELIFE,SH_10,41283770.813849285,5522628678.549486,,0.75 %
2024-04-01,RELIFE,SH_10,41451820.30415004,5486170953.032838,,0.76 %
2024-05-01,RELIFE,SH_10,41513550.722016014,5352612393.703883,,0.78 %
2024-06-01,RELIFE,SH_10,41576904.77567263,5203628204.469132,,0.80 %
2024-07-01,RELIFE,SH_10,41552791.65083331,5065451216.856623,,0.82 %
2024-08-01,RELIFE,SH_10,41718739.12049952,5037610107.941032,,0.83 %
2024-09-01,RELIFE,SH_10,41885810.440753445,5029201833.449666,,0.83 %
2024-10-01,RELIFE,SH_10,42174230.88401364,4922201889.276517,,0.86 %
2024-11-01,RELIFE,SH_10,42320267.10734453,4875399168.234564,,0.87 %
2024-12-01,RELIFE,SH_10,42306357.27015725,4867111941.224724,,0.87 %
2023-12-01,RELIFE,SH_11,12247112.27,6155034808.39057,,0.20 %
2024-01-01,RELIFE,SH_11,8898955.753635578,5577840378.848294,,0.16 %
2024-02-01,RELIFE,SH_11,8978392.91453177,5608581854.576332,,0.16 %
2024-03-01,RELIFE,SH_11,9042992.892830834,5522628678.549486,,0.16 %
2024-04-01,RELIFE,SH_11,9080857.18129194,5486170953.032838,,0.17 %
2024-05-01,RELIFE,SH_11,9095060.443141617,5352612393.703883,,0.17 %
2024-06-01,RELIFE,SH_11,9109625.778714469,5203628204.469132,,0.18 %
2024-07-01,RELIFE,SH_11,9104615.282550022,5065451216.856623,,0.18 %
2024-08-01,RELIFE,SH_11,9142520.416911926,5037610107.941032,,0.18 %
2024-09-01,RELIFE,SH_11,9180675.926870847,5029201833.449666,,0.18 %
2024-10-01,RELIFE,SH_11,9246276.125554932,4922201889.276517,,0.19 %
2024-11-01,RELIFE,SH_11,9279051.774768278,4875399168.234564,,0.19 %
2024-12-01,RELIFE,SH_11,9275930.52451251,4867111941.224724,,0.19 %
2023-12-01,RELIFE,SH_12,8612815.756,6155034808.39057,,0.14 %
2024-01-01,RELIFE,SH_12,6909238.54053699,5577840378.848294,,0.12 %
2024-02-01,RELIFE,SH_12,6989240.648481066,5608581854.576332,,0.12 %
2024-03-01,RELIFE,SH_12,7054249.504393791,5522628678.549486,,0.13 %
2024-04-01,RELIFE,SH_12,7092728.615674859,5486170953.032838,,0.13 %
2024-05-01,RELIFE,SH_12,7105340.442022223,5352612393.703883,,0.13 %
2024-06-01,RELIFE,SH_12,7118311.867533387,5203628204.469132,,0.14 %
2024-07-01,RELIFE,SH_12,7110345.940122185,5065451216.856623,,0.14 %
2024-08-01,RELIFE,SH_12,7145561.166145798,5037610107.941032,,0.14 %
2024-09-01,RELIFE,SH_12,7181013.255834521,5029201833.449666,,0.14 %
2024-10-01,RELIFE,SH_12,7243864.009596875,4922201889.276517,,0.15 %
2024-11-01,RELIFE,SH_12,7274007.05723799,4875399168.234564,,0.15 %
2024-12-01,RELIFE,SH_12,7266251.228403922,4867111941.224724,,0.15 %
2023-12-01,RELIFE,SH_14,0.0,6155034808.39057,,0.00 %
2024-01-01,RELIFE,SH_14,1.1641532182693479e-10,5577840378.848294,,0.00 %
2024-02-01,RELIFE,SH_14,1.1641532182693479e-10,5608581854.576332,,0.00 %
2024-03-01,RELIFE,SH_14,1.1641532182693479e-10,5522628678.549486,,0.00 %
2024-04-01,RELIFE,SH_14,1.1641532182693479e-10,5486170953.032838,,0.00 %
2024-05-01,RELIFE,SH_14,1.1641532182693479e-10,5352612393.703883,,0.00 %
2024-06-01,RELIFE,SH_14,1.1641532182693479e-10,5203628204.469132,,0.00 %
2024-07-01,RELIFE,SH_14,1.1641532182693479e-10,5065451216.856623,,0.00 %
2024-08-01,RELIFE,SH_14,1.1641532182693479e-10,5037610107.941032,,0.00 %
2024-09-01,RELIFE,SH_14,1.1641532182693479e-10,5029201833.449666,,0.00 %
2024-10-01,RELIFE,SH_14,1.1641532182693479e-10,4922201889.276517,,0.00 %
2024-11-01,RELIFE,SH_14,1.1641532182693479e-10,4875399168.234564,,0.00 %
2024-12-01,RELIFE,SH_14,1.1641532182693479e-10,4867111941.224724,,0.00 %
2023-12-01,RELIFE,SH_7,29926848.171,6155034808.39057,,0.49 %
2024-01-01,RELIFE,SH_7,22797944.727996923,5577840378.848294,,0.41 %
2024-02-01,RELIFE,SH_7,23014109.10181677,5608581854.576332,,0.41 %
2024-03-01,RELIFE,SH_7,23197815.53689509,5522628678.549486,,0.42 %
2024-04-01,RELIFE,SH_7,23331978.138952103,5486170953.032838,,0.43 %
2024-05-01,RELIFE,SH_7,23394530.70163871,5352612393.703883,,0.44 %
2024-06-01,RELIFE,SH_7,23458085.976116125,5203628204.469132,,0.45 %
2024-07-01,RELIFE,SH_7,23468126.924146444,5065451216.856623,,0.46 %
2024-08-01,RELIFE,SH_7,23564825.8697648,5037610107.941032,,0.47 %
2024-09-01,RELIFE,SH_7,23667384.3015116,5029201833.449666,,0.47 %
2024-10-01,RELIFE,SH_7,23814079.69470109,4922201889.276517,,0.48 %
2024-11-01,RELIFE,SH_7,23885212.180438064,4875399168.234564,,0.49 %
2024-12-01,RELIFE,SH_7,23870596.298391413,4867111941.224724,,0.49 %
2023-12-01,RELIFE,SH_8,5045812.923,6155034808.39057,,0.08 %
2024-01-01,RELIFE,SH_8,3973573.074021264,5577840378.848294,,0.07 %
2024-02-01,RELIFE,SH_8,4010317.447229031,5608581854.576332,,0.07 %
2024-03-01,RELIFE,SH_8,4042082.9463004903,5522628678.549486,,0.07 %
2024-04-01,RELIFE,SH_8,4067799.6521455455,5486170953.032838,,0.07 %
2024-05-01,RELIFE,SH_8,4080362.3765076455,5352612393.703883,,0.08 %
2024-06-01,RELIFE,SH_8,4093123.593423496,5203628204.469132,,0.08 %
2024-07-01,RELIFE,SH_8,4096624.4117485695,5065451216.856623,,0.08 %
2024-08-01,RELIFE,SH_8,4111790.719713553,5037610107.941032,,0.08 %
2024-09-01,RELIFE,SH_8,4127049.155724832,5029201833.449666,,0.08 %
2024-10-01,RELIFE,SH_8,4148696.332039145,4922201889.276517,,0.08 %
2024-11-01,RELIFE,SH_8,4159838.882806017,4875399168.234564,,0.09 %
2024-12-01,RELIFE,SH_8,4156155.786787528,4867111941.224724,,0.09 %
2023-12-01,RELIFE,SH_9,73268467.08,6155034808.39057,,1.19 %
2024-01-01,RELIFE,SH_9,49336537.77522883,5577840378.848294,,0.88 %
2024-02-01,RELIFE,SH_9,49728132.50168371,5608581854.576332,,0.89 %
2024-03-01,RELIFE,SH_9,50047837.75152543,5522628678.549486,,0.91 %
2024-04-01,RELIFE,SH_9,50234719.15490103,5486170953.032838,,0.92 %
2024-05-01,RELIFE,SH_9,50319231.68167549,5352612393.703883,,0.94 %
2024-06-01,RELIFE,SH_9,50405644.65097168,5203628204.469132,,0.97 %
2024-07-01,RELIFE,SH_9,50400711.93495836,5065451216.856623,,0.99 %
2024-08-01,RELIFE,SH_9,50605630.608426765,5037610107.941032,,1.00 %
2024-09-01,RELIFE,SH_9,50811980.4117992,5029201833.449666,,1.01 %
2024-10-01,RELIFE,SH_9,51154533.808856174,4922201889.276517,,1.04 %
2024-11-01,RELIFE,SH_9,51348979.08736375,4875399168.234564,,1.05 %
2024-12-01,RELIFE,SH_9,51379601.6528569,4867111941.224724,,1.06 %
