IFRS_MONTH,NAMA_PRODUK,KEY,LIABILITY,TOTAL_LIABILITY,DISTRIBUSI,% LIABILITY
2023-12-01,AJK,300_2_2020,2326287.746473,1886202857.0288918,Mikro & UMKM Bank Sinarmas,0.12 %
2024-01-01,AJK,300_2_2020,2107278.6163514657,1827385692.5509748,Mikro & UMKM Bank Sinarmas,0.12 %
2024-02-01,AJK,300_2_2020,1901759.4244957063,1801182244.1636555,Mikro & UMKM Bank Sinarmas,0.11 %
2024-03-01,AJK,300_2_2020,1710974.927788111,1799479504.3960264,Mikro & UMKM Bank Sinarmas,0.10 %
2024-04-01,AJK,300_2_2020,1531903.0139290213,1785819050.493776,Mikro & UMKM Bank Sinarmas,0.09 %
2024-05-01,AJK,300_2_2020,1365451.6958362882,1760795872.93398,Mikro & UMKM Bank Sinarmas,0.08 %
2024-06-01,AJK,300_2_2020,1213547.992749171,1795386397.5070062,Mikro & UMKM Bank Sinarmas,0.07 %
2024-07-01,AJK,300_2_2020,1072667.9924483595,1869512604.1376579,Mikro & UMKM Bank Sinarmas,0.06 %
2024-08-01,AJK,300_2_2020,943488.907457244,1926648560.0190544,Mikro & UMKM Bank Sinarmas,0.05 %
2024-09-01,AJK,300_2_2020,826236.6924506726,1973029698.6370227,Mikro & UMKM Bank Sinarmas,0.04 %
2024-10-01,AJK,300_2_2020,721287.3129905479,2049114222.7608078,Mikro & UMKM Bank Sinarmas,0.04 %
2024-12-01,AJK,300_2_2020,547715.8680506491,2386010513.805655,Mikro & UMKM Bank Sinarmas,0.02 %
2023-12-01,AJK,300_2_2021,17192815.358740002,1886202857.0288918,Mikro & UMKM Bank Sinarmas,0.91 %
2024-01-01,AJK,300_2_2021,16383036.943309456,1827385692.5509748,Mikro & UMKM Bank Sinarmas,0.90 %
2024-02-01,AJK,300_2_2021,15658171.283290677,1801182244.1636555,Mikro & UMKM Bank Sinarmas,0.87 %
2024-03-01,AJK,300_2_2021,14967667.12346681,1799479504.3960264,Mikro & UMKM Bank Sinarmas,0.83 %
2024-04-01,AJK,300_2_2021,14305545.52041221,1785819050.493776,Mikro & UMKM Bank Sinarmas,0.80 %
2024-05-01,AJK,300_2_2021,13693267.77506007,1760795872.93398,Mikro & UMKM Bank Sinarmas,0.78 %
2024-06-01,AJK,300_2_2021,13141117.293447,1795386397.5070062,Mikro & UMKM Bank Sinarmas,0.73 %
2024-07-01,AJK,300_2_2021,12604142.552268216,1869512604.1376579,Mikro & UMKM Bank Sinarmas,0.67 %
2024-08-01,AJK,300_2_2021,12062635.549991518,1926648560.0190544,Mikro & UMKM Bank Sinarmas,0.63 %
2024-09-01,AJK,300_2_2021,11542355.38192085,1973029698.6370227,Mikro & UMKM Bank Sinarmas,0.59 %
2024-10-01,AJK,300_2_2021,11040364.897416826,2049114222.7608078,Mikro & UMKM Bank Sinarmas,0.54 %
2024-11-01,AJK,300_2_2021,10546231.794958502,2174096735.075345,Mikro & UMKM Bank Sinarmas,0.49 %
2024-12-01,AJK,300_2_2021,10064662.58005094,2386010513.805655,Mikro & UMKM Bank Sinarmas,0.42 %
2023-12-01,AJK,300_2_2022,11884924.007,1886202857.0288918,Mikro & UMKM Bank Sinarmas,0.63 %
2024-01-01,AJK,300_2_2022,11567437.782139055,1827385692.5509748,Mikro & UMKM Bank Sinarmas,0.63 %
2024-02-01,AJK,300_2_2022,11250744.732459238,1801182244.1636555,Mikro & UMKM Bank Sinarmas,0.62 %
2024-03-01,AJK,300_2_2022,10925358.123065349,1799479504.3960264,Mikro & UMKM Bank Sinarmas,0.61 %
2024-04-01,AJK,300_2_2022,10584047.160514869,1785819050.493776,Mikro & UMKM Bank Sinarmas,0.59 %
2024-05-01,AJK,300_2_2022,10248308.150859904,1760795872.93398,Mikro & UMKM Bank Sinarmas,0.58 %
2024-06-01,AJK,300_2_2022,9912389.059082292,1795386397.5070062,Mikro & UMKM Bank Sinarmas,0.55 %
2024-07-01,AJK,300_2_2022,9584793.874595264,1869512604.1376579,Mikro & UMKM Bank Sinarmas,0.51 %
2024-08-01,AJK,300_2_2022,9267882.894782456,1926648560.0190544,Mikro & UMKM Bank Sinarmas,0.48 %
2024-09-01,AJK,300_2_2022,8962721.76901995,1973029698.6370227,Mikro & UMKM Bank Sinarmas,0.45 %
2024-10-01,AJK,300_2_2022,8664575.758114936,2049114222.7608078,Mikro & UMKM Bank Sinarmas,0.42 %
2024-11-01,AJK,300_2_2022,8365112.995371675,2174096735.075345,Mikro & UMKM Bank Sinarmas,0.38 %
2024-12-01,AJK,300_2_2022,8069436.90364596,2386010513.805655,Mikro & UMKM Bank Sinarmas,0.34 %
2023-12-01,AJK,300_3_2021,3855446.20658,1886202857.0288918,KKPM Koperasi Insan Bersama Sejahtera,0.20 %
2024-01-01,AJK,300_3_2021,3490743.420618304,1827385692.5509748,KKPM Koperasi Insan Bersama Sejahtera,0.19 %
2024-02-01,AJK,300_3_2021,3390492.220706744,1801182244.1636555,KKPM Koperasi Insan Bersama Sejahtera,0.19 %
2024-03-01,AJK,300_3_2021,3166644.0771240583,1799479504.3960264,KKPM Koperasi Insan Bersama Sejahtera,0.18 %
2024-04-01,AJK,300_3_2021,2947495.63238868,1785819050.493776,KKPM Koperasi Insan Bersama Sejahtera,0.17 %
2024-05-01,AJK,300_3_2021,2734467.35619674,1760795872.93398,KKPM Koperasi Insan Bersama Sejahtera,0.16 %
2024-06-01,AJK,300_3_2021,2433311.298551965,1795386397.5070062,KKPM Koperasi Insan Bersama Sejahtera,0.14 %
2024-07-01,AJK,300_3_2021,2329030.730268797,1869512604.1376579,KKPM Koperasi Insan Bersama Sejahtera,0.12 %
2024-08-01,AJK,300_3_2021,2051444.7585382727,1926648560.0190544,KKPM Koperasi Insan Bersama Sejahtera,0.11 %
2024-09-01,AJK,300_3_2021,1947592.3045208117,1973029698.6370227,KKPM Koperasi Insan Bersama Sejahtera,0.10 %
2024-10-01,AJK,300_3_2021,1690227.7101889565,2049114222.7608078,KKPM Koperasi Insan Bersama Sejahtera,0.08 %
2024-11-01,AJK,300_3_2021,1591807.0715754,2174096735.075345,KKPM Koperasi Insan Bersama Sejahtera,0.07 %
2024-12-01,AJK,300_3_2021,1341951.2567964387,2386010513.805655,KKPM Koperasi Insan Bersama Sejahtera,0.06 %
2023-12-01,AJK,300_5_2021,2843769.32906,1886202857.0288918,KMG Danamas,0.15 %
2024-01-01,AJK,300_5_2021,4269849.85196876,1827385692.5509748,KMG Danamas,0.23 %
2024-02-01,AJK,300_5_2021,4144902.4863553327,1801182244.1636555,KMG Danamas,0.23 %
2024-03-01,AJK,300_5_2021,4021287.761372308,1799479504.3960264,KMG Danamas,0.22 %
2024-04-01,AJK,300_5_2021,3896675.696266103,1785819050.493776,KMG Danamas,0.22 %
2024-05-01,AJK,300_5_2021,3774992.779452344,1760795872.93398,KMG Danamas,0.21 %
2024-06-01,AJK,300_5_2021,3655901.976522313,1795386397.5070062,KMG Danamas,0.20 %
2024-07-01,AJK,300_5_2021,3538018.437919955,1869512604.1376579,KMG Danamas,0.19 %
2024-08-01,AJK,300_5_2021,3425310.389196677,1926648560.0190544,KMG Danamas,0.18 %
2024-09-01,AJK,300_5_2021,3317976.4088282296,1973029698.6370227,KMG Danamas,0.17 %
2024-10-01,AJK,300_5_2021,3213387.02797441,2049114222.7608078,KMG Danamas,0.16 %
2024-11-01,AJK,300_5_2021,3104027.812142755,2174096735.075345,KMG Danamas,0.14 %
2024-12-01,AJK,300_5_2021,2992317.1517299823,2386010513.805655,KMG Danamas,0.13 %
2023-12-01,AJK,300_5_2022,518534122.2493,1886202857.0288918,KMG Danamas,27.49 %
2024-01-01,AJK,300_5_2022,513029838.600206,1827385692.5509748,KMG Danamas,28.07 %
2024-02-01,AJK,300_5_2022,507596171.6520004,1801182244.1636555,KMG Danamas,28.18 %
2024-03-01,AJK,300_5_2022,501901927.5806791,1799479504.3960264,KMG Danamas,27.89 %
2024-04-01,AJK,300_5_2022,495591578.6977643,1785819050.493776,KMG Danamas,27.75 %
2024-05-01,AJK,300_5_2022,489076127.873192,1760795872.93398,KMG Danamas,27.78 %
2024-06-01,AJK,300_5_2022,482258922.4933219,1795386397.5070062,KMG Danamas,26.86 %
2024-07-01,AJK,300_5_2022,475719759.9762892,1869512604.1376579,KMG Danamas,25.45 %
2024-08-01,AJK,300_5_2022,469595648.43661696,1926648560.0190544,KMG Danamas,24.37 %
2024-09-01,AJK,300_5_2022,464098890.644501,1973029698.6370227,KMG Danamas,23.52 %
2024-10-01,AJK,300_5_2022,458553505.3663893,2049114222.7608078,KMG Danamas,22.38 %
2024-11-01,AJK,300_5_2022,452556745.0703965,2174096735.075345,KMG Danamas,20.82 %
2024-12-01,AJK,300_5_2022,446276401.3384168,2386010513.805655,KMG Danamas,18.70 %
2023-12-01,AJK,300_6_2023,279646180.042612,1886202857.0288918,KMG Bank Ganesha,14.83 %
2024-01-01,AJK,300_6_2023,268610216.6826089,1827385692.5509748,KMG Bank Ganesha,14.70 %
2024-02-01,AJK,300_6_2023,257834830.68962696,1801182244.1636555,KMG Bank Ganesha,14.31 %
2024-03-01,AJK,300_6_2023,247254745.6844699,1799479504.3960264,KMG Bank Ganesha,13.74 %
2024-04-01,AJK,300_6_2023,236737163.90837756,1785819050.493776,KMG Bank Ganesha,13.26 %
2024-05-01,AJK,300_6_2023,226359756.2092761,1760795872.93398,KMG Bank Ganesha,12.86 %
2024-06-01,AJK,300_6_2023,216100685.25735995,1795386397.5070062,KMG Bank Ganesha,12.04 %
2024-07-01,AJK,300_6_2023,206027206.8591091,1869512604.1376579,KMG Bank Ganesha,11.02 %
2024-08-01,AJK,300_6_2023,196182348.73276156,1926648560.0190544,KMG Bank Ganesha,10.18 %
2024-09-01,AJK,300_6_2023,186616233.9037881,1973029698.6370227,KMG Bank Ganesha,9.46 %
2024-10-01,AJK,300_6_2023,177253704.07257056,2049114222.7608078,KMG Bank Ganesha,8.65 %
2024-11-01,AJK,300_6_2023,168018438.00792682,2174096735.075345,KMG Bank Ganesha,7.73 %
2024-12-01,AJK,300_6_2023,158983634.7281813,2386010513.805655,KMG Bank Ganesha,6.66 %
2024-01-01,AJK,300_6_2024,33783623.45569426,1827385692.5509748,KMG Bank Ganesha,1.85 %
2024-02-01,AJK,300_6_2024,70093880.49886847,1801182244.1636555,KMG Bank Ganesha,3.89 %
2024-03-01,AJK,300_6_2024,100853499.30462456,1799479504.3960264,KMG Bank Ganesha,5.60 %
2024-04-01,AJK,300_6_2024,120577476.91376255,1785819050.493776,KMG Bank Ganesha,6.75 %
2024-05-01,AJK,300_6_2024,126440567.97036652,1760795872.93398,KMG Bank Ganesha,7.18 %
2024-06-01,AJK,300_6_2024,170056171.7713454,1795386397.5070062,KMG Bank Ganesha,9.47 %
2024-07-01,AJK,300_6_2024,201817599.60677543,1869512604.1376579,KMG Bank Ganesha,10.80 %
2024-08-01,AJK,300_6_2024,230921088.90856132,1926648560.0190544,KMG Bank Ganesha,11.99 %
2024-09-01,AJK,300_6_2024,254264988.89929903,1973029698.6370227,KMG Bank Ganesha,12.89 %
2024-10-01,AJK,300_6_2024,275388934.778362,2049114222.7608078,KMG Bank Ganesha,13.44 %
