IFRS_MONTH,NAMA_PRODUK,Liabilitas Kontrak Asuransi (Saldo Awal),Aset Kontrak Asuransi (Saldo Awal),Saldo Bersih Kontrak Asuransi (Saldo Awal),Pendapatan Jasa Asuransi,Ekspektasi Klaim & Beban Attributable (Estimasi),Perubahan pada Penyesuaian Risiko (RA),Perubahan pada CSM (Amortisasi),Pendapatan Jasa Asuransi Lainnya,Beban Jasa Asuransi,Beban Klaim & Biaya Attributable,Amortisasi Arus Kas Akuisisi (Beban),Kerugian dari Kontrak Merugi (Onerous),Beban Jasa Asuransi Lainnya,Hasil Jasa Asuransi Kotor,Penerimaan Premi,Arus Kas Akuisisi Asuransi,Beban Klaim & Beban Jasa Asuransi Dibayarkan,Arus Kas Bersih,Pendapatan (Beban) Keuangan Kontrak Asuransi (P&L),Pendapatan (Beban) Keuangan Kontrak Asuransi (OCI),Alokasi Aset untuk Arus Kas Akuisisi,Komponen Investasi,Perubahan Lainnya,Total Perubahan,Liabilitas Kontrak Asuransi (Saldo Akhir),Aset Kontrak Asuransi (Saldo Akhir),Saldo Bersih Kontrak Asuransi (Saldo Akhir)
2024-01-01,SPUL_NEW,0.0,0.0,0.0,6254701.966228257,4891755.25502354,313901.8163258176,1049044.8948789,0,4048366.675098697,2295629.583333333,1752737.0917653642,0.0,0,-2206335.2911295597,0.0,-18765659.899431705,0,18765659.899431705,-6254701.966228257,0,-17012922.807666343,1411046.8086486736,0.0,-21856577.96524593,-4843655.157579586,17012922.807666343,-21856577.96524593
2024-02-01,SPUL_NEW,-4843655.157579586,17012922.807666346,-21856577.965245932,36775594.80147741,28701136.089255903,1712455.5256351086,6362003.186586397,0,27145425.499571487,15568844.666666666,11576580.83290482,0.0,0,-9630169.301905923,11095998.0,-95245200.3344429,0,106341198.3344429,-25679596.80147741,0,-83668619.50153808,672578.9702206894,0.0,-108675637.33279482,-29850672.98883632,100681542.30920443,-130532215.29804075
2024-03-01,SPUL_NEW,-29850672.98883632,100681542.30920443,-130532215.29804075,99355386.7514885,75906965.33077043,4462899.280991114,18985522.139726974,0,73138339.68363264,41860367.16277333,31277972.520859305,0.0,0,-26217047.067855865,14079693.600000001,-137277674.77899644,0,151357368.37899643,-85275693.15148851,0,-105999702.25813714,-5654746.054071359,0.0,-196930141.46369702,-120781112.1943962,206681244.56734157,-327462356.76173776
2024-04-01,SPUL_NEW,-120781112.19439614,206681244.56734157,-327462356.7617377,124990697.19577752,96443648.0776209,5661184.467932297,22885864.650224328,0,92971922.94725838,53140119.548960455,39831803.398297936,0.0,0,-32018774.248519138,9517253.1167,-89943574.36131376,0,99460827.47801375,-115473444.07907753,0,-50111770.963015825,13207611.827510271,783511.3000000007,-151594091.91458306,-222263433.1459634,256793015.5303574,-479056448.6763208
2024-05-01,SPUL_NEW,-222263433.14596343,256793015.53035736,-479056448.6763208,217820914.47680864,164772019.75842106,9193579.970181335,43855314.74820623,0,160299073.48249543,87462853.4258877,72836220.05660774,0.0,0,-57521840.99431321,15094365.533790203,-282025666.9560739,0,297120032.4898641,-202726548.94301844,0,-209189446.89946616,41854379.23548118,2735878.857165536,-367325737.7498379,-380399723.99633515,465982462.4298235,-846382186.4261587
2024-06-01,SPUL_NEW,-380399723.996335,465982462.4298235,-846382186.4261585,392728422.9654257,283284461.1632655,14563512.21130668,94880449.5908535,0,277133479.4409549,139484140.39075616,137649339.05019873,0.0,0,-115594943.5244708,40972229.93962713,-442517998.1097556,0,483490228.0493827,-351756193.0257986,0,-304868659.05955684,17084618.26512088,33148973.794126548,-606391260.0261081,-681922324.9628863,770851121.4893804,-1452773446.4522667
2024-07-01,SPUL_NEW,-681922324.9628863,770851121.4893804,-1452773446.4522667,553827389.6234225,400114105.6863041,20380151.424007002,133333132.51311143,0,390901583.3812589,194588991.93502486,196312591.44623405,0.0,0,-162925806.2421636,47586952.22031971,-493158015.1820915,0,540744967.4024112,-506240437.4031028,0,-296845423.7358574,21023353.792951792,2577691.665711075,-779484815.6802974,-1164561716.9073262,1067696545.2252378,-2232258262.132564
2024-08-01,SPUL_NEW,-1164561716.9073262,1067696545.2252377,-2232258262.132564,695781453.9490402,508523426.82986265,26522169.929679453,160735857.189498,0,494546659.466712,251244931.93364385,243301727.53306812,0.0,0,-201234794.48232818,88049444.36677699,-414951064.3210617,0,503000508.6878387,-607732009.5822632,0,-171649336.78799355,46383393.76738363,37806379.179557174,-695191573.423316,-1688103953.5426488,1239345882.0132313,-2927449835.55588
2024-09-01,SPUL_NEW,-1688103953.5426495,1239345882.013231,-2927449835.5558805,1072121561.4645367,797117329.5374285,42438796.902232595,232565435.02487558,0,773440818.9818213,400711458.4667188,372729360.51510257,0.0,0,-298680742.48271537,193424781.22019276,-1323089412.3416314,0,1516514193.561824,-878696780.2443439,0,-950360051.8265288,-351882451.8722316,115702265.05582932,-2065237018.887275,-2802980920.6033955,2189705933.83976,-4992686854.443155
2023-12-01,STAR PROTECTION SECURE PLAN,253317804.13493794,151700000.0,101617804.13493794,4762567.485199255,3842742.820741278,215274.28207412778,704550.3823838489,0,3098333.333333333,1408333.3333333333,1690000.0,0.0,0,-1664234.151865922,80000000.0,-48000000.0,0,128000000.0,75237432.51480074,0,-46310000.0,2334213.672661327,0.0,31261646.18746207,330889450.3224,198010000.0,132879450.3224
2024-01-01,STAR PROTECTION SECURE PLAN,330889450.3224,198010000.0,132879450.3224,5157474.290037785,4136788.1664318778,229678.81664318778,791007.3069627191,0,3373333.333333333,1533333.3333333333,1840000.0,0.0,0,-1784140.9567044517,30000000.0,-18000000.0,0,48000000.0,24842525.709962215,0,-16160000.0,1303618.235001538,0.0,9986143.944963753,357035594.2673638,214170000.0,142865594.26736376
2024-02-01,STAR PROTECTION SECURE PLAN,357035594.2673638,214170000.0,142865594.26736376,5159024.111341613,4136788.1664318773,229678.81664318778,792557.1282665478,0,3373333.333333333,1533333.333333333,1840000.0,0.0,0,-1785690.7780082803,0.0,0.0,0,0.0,-5159024.111341613,0,1840000.0,1462425.9059187397,0.0,-1856598.2054228736,353338996.0619409,212330000.0,141008996.06194088
2024-03-01,STAR PROTECTION SECURE PLAN,353338996.0619409,212330000.0,141008996.0619409,5347609.26811342,4279836.792292105,236983.67922921054,830788.796592105,0,3501666.6666666665,1591666.6666666665,1910000.0,0.0,0,-1845942.6014467538,14000000.0,-8400000.0,0,22400000.0,8652390.73188658,0,-6490000.0,1664595.3722883463,0.0,3826986.104174927,363655982.1661158,218820000.0,144835982.16611582
2024-04-01,STAR PROTECTION SECURE PLAN,363655982.16611576,218820000.0,144835982.1661158,5349514.24754988,4279836.792292105,236983.67922921054,832693.7760285651,0,3501666.6666666665,1591666.6666666665,1910000.0,0.0,0,-1847847.5808832138,0.0,0.0,0,0.0,-5349514.24754988,0,1910000.0,-654797.7550147101,0.0,-4094312.0025645904,357651670.1635512,216910000.0,140741670.1635512
2024-05-01,STAR PROTECTION SECURE PLAN,357651670.1635512,216910000.0,140741670.16355124,5351608.185299546,4279836.792292105,236983.67922921054,834787.7137782313,0,3501666.6666666665,1591666.6666666665,1910000.0,0.0,0,-1849941.51863288,0.0,0.0,0,0.0,-5351608.185299546,0,1910000.0,-776550.1179505736,0.0,-4218158.30325012,351523511.86030114,215000000.0,136523511.8603011
2024-06-01,STAR PROTECTION SECURE PLAN,351523511.86030114,215000000.0,136523511.8603011,5354475.057327123,4279836.792292105,236983.67922921054,837654.5858058084,0,3501666.6666666665,1591666.6666666665,1910000.0,0.0,0,-1852808.3906604568,0.0,0.0,0,0.0,-5354475.057327123,0,1910000.0,-2171917.734295931,0.0,-5616392.791623054,343997119.068678,213090000.0,130907119.06867805
2024-07-01,STAR PROTECTION SECURE PLAN,343997119.068678,213090000.0,130907119.06867805,5360020.612291342,4282709.720764864,237270.97207648645,840039.9194499908,0,3501666.6666666665,1591666.6666666665,1910000.0,0.0,0,-1858353.9456246751,12000000.0,0.0,0,12000000.0,6639979.387708658,0,1910000.0,-1469027.906057375,0.0,7080951.481651284,349168070.5503293,211180000.0,137988070.55032933
2024-08-01,STAR PROTECTION SECURE PLAN,349168070.5503293,211180000.0,137988070.55032933,6698253.627142012,5270487.626434322,286048.7626434323,1141717.2380642574,0,4418333.333333333,2008333.333333333,2410000.0,0.0,0,-2279920.293808679,134000000.0,-60000000.0,0,194000000.0,127301746.37285799,0,-57590000.0,87338.77484400291,0.0,69799085.147702,476557155.6980313,268770000.0,207787155.6980313
2024-09-01,STAR PROTECTION SECURE PLAN,476557155.6980313,268770000.0,207787155.6980313,7239952.5746194385,5674846.655827159,306484.66558271594,1258621.2532095644,0,4785000.0,2175000.0,2610000.0,0.0,0,-2454952.5746194385,130000000.0,-24000000.0,0,154000000.0,122760047.42538056,0,-21390000.0,3871343.807768611,0.0,105241391.23314917,603188546.9311805,290160000.0,313028546.9311805
